SampleID,Normalization,Panel,Plate,Adj_factor,UniProt,OlinkID,Donor,Celltype,Stimulation,CD56status,Celltype_CD56status,Assay,LOD,NPX
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D7,NK,IL-12 + IL-18,NA,NK,CD5,-1.769025,-1.313755
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D4,MAIT,control,CD56neg,CD56- MAIT,CD5,-1.769025,5.344945
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D6,MAIT,control,CD56pos,CD56+ MAIT,CD5,-1.769025,6.476485
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D4,MAIT,control,CD56pos,CD56+ MAIT,CD5,-1.769025,5.355185
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D5,MAIT,control,CD56neg,CD56- MAIT,CD5,-1.769025,5.216945
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CD5,-1.769025,5.516425
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CD5,-1.769025,5.871655
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D7,CD8T,PMA + Ionomycin,NA,CD8T,CD5,-1.769025,3.052765
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CD5,-1.769025,5.450715
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D7,NK,control,NA,NK,CD5,-1.769025,-1.277745
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D4,CD8T,PMA + Ionomycin,NA,CD8T,CD5,-1.769025,4.181475
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D6,NK,control,NA,NK,CD5,-1.769025,-1.395995
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CD5,-1.769025,5.166375
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D7,MAIT,control,CD56neg,CD56- MAIT,CD5,-1.769025,4.810985
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D5,MAIT,control,CD56pos,CD56+ MAIT,CD5,-1.769025,5.253825
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CD5,-1.769025,4.706165
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D5,NK,control,NA,NK,CD5,-1.769025,-0.557175
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D6,CD8T,PMA + Ionomycin,NA,CD8T,CD5,-1.769025,4.188065
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CD5,-1.769025,4.355005
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D5,CD8T,PMA + Ionomycin,NA,CD8T,CD5,-1.769025,4.004735
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CD5,-1.769025,5.951485
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.131175,P06127,OID00531,D7,MAIT,control,CD56pos,CD56+ MAIT,CD5,-1.769025,4.166635
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL3,-2.00002,10.68412
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL3,-2.00002,11.14336
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL3,-2.00002,10.86339
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D4,NK,IL-12 + IL-18,NA,NK,CCL3,-2.00002,11.38489
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D6,NK,IL-12 + IL-18,NA,NK,CCL3,-2.00002,11.17206
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CCL3,-2.00002,11.03799
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D6,MAIT,control,CD56neg,CD56- MAIT,CCL3,-2.00002,9.37026
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL3,-2.00002,10.83339
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D4,NK,control,NA,NK,CCL3,-2.00002,1.68014
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D5,NK,IL-12 + IL-18,NA,NK,CCL3,-2.00002,10.81808
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL3,-2.00002,10.75351
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CCL3,-2.00002,11.22723
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL3,-2.00002,10.94516
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL3,-2.00002,11.31691
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D7,NK,IL-12 + IL-18,NA,NK,CCL3,-2.00002,11.1531
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D4,MAIT,control,CD56neg,CD56- MAIT,CCL3,-2.00002,9.23686
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D6,MAIT,control,CD56pos,CD56+ MAIT,CCL3,-2.00002,9.24431
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D4,MAIT,control,CD56pos,CD56+ MAIT,CCL3,-2.00002,9.48431
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D5,MAIT,control,CD56neg,CD56- MAIT,CCL3,-2.00002,9.04801
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL3,-2.00002,11.2825
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL3,-2.00002,11.03586
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D7,CD8T,PMA + Ionomycin,NA,CD8T,CCL3,-2.00002,10.77455
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CCL3,-2.00002,11.12575
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D7,NK,control,NA,NK,CCL3,-2.00002,2.2928
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D4,CD8T,PMA + Ionomycin,NA,CD8T,CCL3,-2.00002,10.32755
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D6,NK,control,NA,NK,CCL3,-2.00002,1.77006
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CCL3,-2.00002,10.92196
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D7,MAIT,control,CD56neg,CD56- MAIT,CCL3,-2.00002,8.4556
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D5,MAIT,control,CD56pos,CD56+ MAIT,CCL3,-2.00002,9.19591
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CCL3,-2.00002,11.30986
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D5,NK,control,NA,NK,CCL3,-2.00002,1.29382
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D6,CD8T,PMA + Ionomycin,NA,CD8T,CCL3,-2.00002,10.8796
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CCL3,-2.00002,10.81978
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D5,CD8T,PMA + Ionomycin,NA,CD8T,CCL3,-2.00002,10.61876
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CCL3,-2.00002,11.12439
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.14043,P10147,OID00532,D7,MAIT,control,CD56pos,CD56+ MAIT,CCL3,-2.00002,9.5667
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,Flt3L,-0.4633,2.47523
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,Flt3L,-0.4633,2.03569
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,Flt3L,-0.4633,2.08989
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D4,NK,IL-12 + IL-18,NA,NK,Flt3L,-0.4633,1.13805
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D6,NK,IL-12 + IL-18,NA,NK,Flt3L,-0.4633,1.99327
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.04108
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D6,MAIT,control,CD56neg,CD56- MAIT,Flt3L,-0.4633,1.85931
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,Flt3L,-0.4633,2.47231
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D4,NK,control,NA,NK,Flt3L,-0.4633,-0.45424
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D5,NK,IL-12 + IL-18,NA,NK,Flt3L,-0.4633,0.35367
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.17007
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.2302
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,Flt3L,-0.4633,2.41496
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.5921
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D7,NK,IL-12 + IL-18,NA,NK,Flt3L,-0.4633,1.15086
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D4,MAIT,control,CD56neg,CD56- MAIT,Flt3L,-0.4633,2.14284
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D6,MAIT,control,CD56pos,CD56+ MAIT,Flt3L,-0.4633,1.80277
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D4,MAIT,control,CD56pos,CD56+ MAIT,Flt3L,-0.4633,1.92015
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D5,MAIT,control,CD56neg,CD56- MAIT,Flt3L,-0.4633,1.98537
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.14425
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,Flt3L,-0.4633,2.25696
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D7,CD8T,PMA + Ionomycin,NA,CD8T,Flt3L,-0.4633,1.23832
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.41021
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D7,NK,control,NA,NK,Flt3L,-0.4633,-0.60993
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D4,CD8T,PMA + Ionomycin,NA,CD8T,Flt3L,-0.4633,1.46084
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D6,NK,control,NA,NK,Flt3L,-0.4633,-1.24699
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.3453
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D7,MAIT,control,CD56neg,CD56- MAIT,Flt3L,-0.4633,1.97286
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D5,MAIT,control,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.16122
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,Flt3L,-0.4633,2.72544
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D5,NK,control,NA,NK,Flt3L,-0.4633,0.06567
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D6,CD8T,PMA + Ionomycin,NA,CD8T,Flt3L,-0.4633,0.75685
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.30214
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D5,CD8T,PMA + Ionomycin,NA,CD8T,Flt3L,-0.4633,1.0443
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,Flt3L,-0.4633,2.42799
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.16124,P49771,OID00533,D7,MAIT,control,CD56pos,CD56+ MAIT,Flt3L,-0.4633,2.44374
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL6,-2.623535,-2.256925
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL6,-2.623535,-3.296665
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL6,-2.623535,-2.868115
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D4,NK,IL-12 + IL-18,NA,NK,CXCL6,-2.623535,-2.341085
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D6,NK,IL-12 + IL-18,NA,NK,CXCL6,-2.623535,-3.806565
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-3.614525
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D6,MAIT,control,CD56neg,CD56- MAIT,CXCL6,-2.623535,-2.364245
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL6,-2.623535,-3.428715
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D4,NK,control,NA,NK,CXCL6,-2.623535,-3.790785
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D5,NK,IL-12 + IL-18,NA,NK,CXCL6,-2.623535,-2.764065
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-3.126295
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-3.213025
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL6,-2.623535,-3.111505
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-3.257845
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D7,NK,IL-12 + IL-18,NA,NK,CXCL6,-2.623535,-2.855175
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D4,MAIT,control,CD56neg,CD56- MAIT,CXCL6,-2.623535,-2.572445
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D6,MAIT,control,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-3.143165
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D4,MAIT,control,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-2.870055
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D5,MAIT,control,CD56neg,CD56- MAIT,CXCL6,-2.623535,-3.350575
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-2.918565
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL6,-2.623535,-2.852745
CD8T PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D7,CD8T,PMA + Ionomycin,NA,CD8T,CXCL6,-2.623535,-2.969975
CD56+M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D5,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-2.439935
NK D7,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D7,NK,control,NA,NK,CXCL6,-2.623535,-3.339475
CD8T PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D4,CD8T,PMA + Ionomycin,NA,CD8T,CXCL6,-2.623535,-3.934855
NK D6,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D6,NK,control,NA,NK,CXCL6,-2.623535,-3.310905
CD56+M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D5,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-2.934735
CD56-M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D7,MAIT,control,CD56neg,CD56- MAIT,CXCL6,-2.623535,-2.696325
CD56+M D5,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D5,MAIT,control,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-3.070655
CD56-M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D7,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL6,-2.623535,-3.054045
NK D5,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D5,NK,control,NA,NK,CXCL6,-2.623535,-3.329765
CD8T PI D6,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D6,CD8T,PMA + Ionomycin,NA,CD8T,CXCL6,-2.623535,-3.010845
CD56+M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D7,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-2.972925
CD8T PI D5,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D5,CD8T,PMA + Ionomycin,NA,CD8T,CXCL6,-2.623535,-2.492635
CD56-M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D4,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL6,-2.623535,-3.608495
CD56+M D7,Intensity Normalized (v.2),Olink Inflammation,2,0.118125,P80162,OID00534,D7,MAIT,control,CD56pos,CD56+ MAIT,CXCL6,-2.623535,-2.790965
CD56-M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D4,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL10,0.537355,0.042295
CD56-M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D6,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL10,0.537355,-0.021175
CD56-M PI D7,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D7,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL10,0.537355,0.077265
NK cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D4,NK,IL-12 + IL-18,NA,NK,CXCL10,0.537355,1.745915
NK cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D6,NK,IL-12 + IL-18,NA,NK,CXCL10,0.537355,-1.215215
CD56+M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D6,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL10,0.537355,0.204345
CD56-M D6,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D6,MAIT,control,CD56neg,CD56- MAIT,CXCL10,0.537355,-0.112755
CD56-M cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D5,MAIT,IL-12 + IL-18,CD56neg,CD56- MAIT,CXCL10,0.537355,1.163655
NK D4,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D4,NK,control,NA,NK,CXCL10,0.537355,-0.355235
NK cyto D5,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D5,NK,IL-12 + IL-18,NA,NK,CXCL10,0.537355,1.350385
CD56+M cyto D4,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D4,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL10,0.537355,-1.835615
CD56+M PI D4,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D4,MAIT,PMA + Ionomycin,CD56pos,CD56+ MAIT,CXCL10,0.537355,-0.591955
CD56-M PI D5,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D5,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL10,0.537355,-0.325315
CD56+M cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D7,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL10,0.537355,-1.509835
NK cyto D7,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D7,NK,IL-12 + IL-18,NA,NK,CXCL10,0.537355,0.407675
CD56-M D4,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D4,MAIT,control,CD56neg,CD56- MAIT,CXCL10,0.537355,-0.537115
CD56+M D6,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D6,MAIT,control,CD56pos,CD56+ MAIT,CXCL10,0.537355,-0.955055
CD56+M D4,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D4,MAIT,control,CD56pos,CD56+ MAIT,CXCL10,0.537355,-0.803875
CD56-M D5,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D5,MAIT,control,CD56neg,CD56- MAIT,CXCL10,0.537355,0.284255
CD56+M cyto D6,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D6,MAIT,IL-12 + IL-18,CD56pos,CD56+ MAIT,CXCL10,0.537355,-0.832445
CD56-M PI D6,Intensity Normalized (v.2),Olink Inflammation,2,4.50E-05,P02778,OID00535,D6,MAIT,PMA + Ionomycin,CD56neg,CD56- MAIT,CXCL10,0.537355,-0.469315
